Category ID,Category Name,Category Label,osm_class,osm_type,osm_tags,osm_extra_tags,mapping_confidence,mapping_source,mapping_note,evidence_match_count,evidence_top_osm_tags,evidence_previous_support_pct,evidence_final_support_pct,evidence_action,evidence_note
63be6904847c3692a84b9b4c,Bathroom Contractor,Business and Professional Services > Home Improvement Service > Bathroom Contractor,"{'craft', 'shop'}","{'bathroom_furnishing', 'plumber'}",craft=plumber; shop=bathroom_furnishing,,high,exact_rule,,1,"shop=bathroom_furnishing (1, 100.0%)",100.0,100.0,reviewed,
63be6904847c3692a84b9b4d,Carpenter,Business and Professional Services > Home Improvement Service > Carpenter,{'craft'},{'carpenter'},craft=carpenter,,high,exact_rule,,2,"building=apartments (1, 50.0%); shop=furniture (1, 50.0%)",0.0,0.0,reviewed,
63be6904847c3692a84b9b4e,Carpet and Flooring Contractor,Business and Professional Services > Home Improvement Service > Carpet and Flooring Contractor,"{'craft', 'shop'}","{'carpet', 'floorer'}",craft=floorer; shop=carpet,,high,exact_rule,,4,"shop=carpet (1, 25.0%); craft=stonemason (1, 25.0%); shop=hardware (1, 25.0%); craft=parquet_layer (1, 25.0%)",25.0,25.0,reviewed,
63be6904847c3692a84b9b4f,Chimney Sweep,Business and Professional Services > Home Improvement Service > Chimney Sweep,{'craft'},{'chimney_sweeper'},craft=chimney_sweeper,,high,exact_rule,,0,,,,no evidence,
63be6904847c3692a84b9b50,Deck and Patio Contractor,Business and Professional Services > Home Improvement Service > Deck and Patio Contractor,{'craft'},{'builder'},craft=builder,,high,exact_rule,,0,,,,no evidence,
63be6904847c3692a84b9b51,Doors and Windows Contractor,Business and Professional Services > Home Improvement Service > Doors and Windows Contractor,"{'craft', 'shop'}","{'doors', 'window_construction'}",craft=window_construction; shop=doors,,high,exact_rule,,1,"shop=window_tinting (1, 100.0%)",0.0,0.0,reviewed,
63be6904847c3692a84b9b52,Electrician,Business and Professional Services > Home Improvement Service > Electrician,{'craft'},{'electrician'},craft=electrician,,high,exact_rule,,7,"craft=electrician (4, 57.1%); shop=department_store (1, 14.3%); office=energy_supplier (1, 14.3%); shop=electronics (1, 14.3%)",57.1,57.1,reviewed,
63be6904847c3692a84b9b53,Fence Contractor,Business and Professional Services > Home Improvement Service > Fence Contractor,{'craft'},{'fence_maker'},craft=fence_maker,,high,exact_rule,,1,"building=yes (1, 100.0%)",0.0,0.0,reviewed,
63be6904847c3692a84b9b54,Garage Door Supplier,Business and Professional Services > Home Improvement Service > Garage Door Supplier,{'shop'},{'doors'},shop=doors,,high,exact_rule,,0,,,,no evidence,
63be6904847c3692a84b9b55,General Contractor,Business and Professional Services > Home Improvement Service > General Contractor,"{'craft', 'office'}","{'builder', 'construction_company'}",craft=builder; office=construction_company,,high,exact_rule,,3,"building=commercial (1, 33.3%); shop=hardware (1, 33.3%); building=industrial (1, 33.3%)",0.0,0.0,reviewed,
63be6904847c3692a84b9b56,"Heating, Ventilating and Air Conditioning Contractor","Business and Professional Services > Home Improvement Service > Heating, Ventilating and Air Conditioning Contractor",{'craft'},{'hvac'},craft=hvac,,high,exact_rule,,3,"shop=trade (1, 33.3%); craft=electronics_repair (1, 33.3%); shop=hvac (1, 33.3%)",0.0,0.0,reviewed,
63be6904847c3692a84b9b57,Home Inspection,Business and Professional Services > Home Improvement Service > Home Inspection,{'office'},{'surveyor'},office=surveyor,,high,exact_rule,,0,,,,no evidence,
545419b1498ea6ccd0202f58,Home Service,Business and Professional Services > Home Improvement Service > Home Service,{'craft'},{'builder'},craft=builder,,high,exact_rule,,27,"office=company (3, 11.1%); building=industrial (2, 7.4%); shop=doors (2, 7.4%); shop=curtain (2, 7.4%); shop=pluming_supply (1, 3.7%); shop=hardware (1, 3.7%); office=estate_agent (1, 3.7%); shop=furniture (1, 3.7%)",0.0,0.0,reviewed,
63be6904847c3692a84b9b59,Interior Designer,Business and Professional Services > Home Improvement Service > Interior Designer,{'office'},{'interior_decorator'},office=interior_decorator,,high,exact_rule,,0,,,,no evidence,
63be6904847c3692a84b9b5a,Kitchen Remodeler,Business and Professional Services > Home Improvement Service > Kitchen Remodeler,"{'craft', 'shop'}","{'interior_work', 'kitchen'}",craft=interior_work; shop=kitchen,,high,exact_rule,,1,"office=company (1, 100.0%)",0.0,0.0,reviewed,
63be6904847c3692a84b9b5b,Landscaper and Gardener,Business and Professional Services > Home Improvement Service > Landscaper and Gardener,{'craft'},{'gardener'},craft=gardener,,high,exact_rule,,4,"building=yes (2, 50.0%); shop=garden_centre (1, 25.0%); shop=hardware (1, 25.0%)",0.0,0.0,reviewed,
63be6904847c3692a84b9b5c,Mover,Business and Professional Services > Home Improvement Service > Mover,{'office'},{'moving_company'},office=moving_company,,high,exact_rule,,1,"place=postcode (1, 100.0%)",0.0,0.0,reviewed,
63be6904847c3692a84b9b5d,Painter,Business and Professional Services > Home Improvement Service > Painter,{'craft'},{'painter'},craft=painter,,high,exact_rule,,0,,,,no evidence,
63be6904847c3692a84b9b5e,Pest Control Service,Business and Professional Services > Home Improvement Service > Pest Control Service,{'office'},{'pest_control'},office=pest_control,,high,exact_rule,,1,"building=yes (1, 100.0%)",0.0,0.0,reviewed,
63be6904847c3692a84b9b5f,Plumber,Business and Professional Services > Home Improvement Service > Plumber,{'craft'},{'plumber'},craft=plumber,,high,exact_rule,,1,"craft=plumber (1, 100.0%)",100.0,100.0,reviewed,
63be6904847c3692a84b9b60,Professional Cleaning Service,Business and Professional Services > Home Improvement Service > Professional Cleaning Service,{'office'},{'cleaning'},office=cleaning,,high,exact_rule,,1,"craft=cleaning (1, 100.0%)",0.0,0.0,reviewed,
63be6904847c3692a84b9b61,Roofer,Business and Professional Services > Home Improvement Service > Roofer,{'craft'},{'roofer'},craft=roofer,,high,exact_rule,,0,,,,no evidence,
63be6904847c3692a84b9b62,Sewer Contractor,Business and Professional Services > Home Improvement Service > Sewer Contractor,{'craft'},{'plumber'},craft=plumber,,high,exact_rule,,0,,,,no evidence,
63be6904847c3692a84b9b63,Swimming Pool Maintenance and Service,Business and Professional Services > Home Improvement Service > Swimming Pool Maintenance and Service,"{'office', 'shop'}","{'cleaning', 'swimming_pool'}",office=cleaning; shop=swimming_pool,,high,exact_rule,,2,"shop=swimming_pool (2, 100.0%)",100.0,100.0,reviewed,
63be6904847c3692a84b9b64,Tree Service,Business and Professional Services > Home Improvement Service > Tree Service,{'craft'},{'gardener'},craft=gardener,,high,exact_rule,,0,,,,no evidence,
63be6904847c3692a84b9b65,Upholstery Service,Business and Professional Services > Home Improvement Service > Upholstery Service,{'craft'},{'upholsterer'},craft=upholsterer,,high,exact_rule,,0,,,,no evidence,
63be6904847c3692a84b9b66,Human Resources Agency,Business and Professional Services > Human Resources Agency,{'office'},{'employment_agency'},office=employment_agency,,high,exact_rule,,1,"office=employment_agency (1, 100.0%)",100.0,100.0,reviewed,
63be6904847c3692a84b9b67,Import and Export Service,Business and Professional Services > Import and Export Service,{'office'},{'logistics'},office=logistics,,high,exact_rule,,0,,,,no evidence,
63be6904847c3692a84b9b68,Industrial Equipment Supplier,Business and Professional Services > Industrial Equipment Supplier,{'shop'},{'industrial_supplies'},shop=industrial_supplies,,high,exact_rule,,3,"office=company (1, 33.3%); shop=agrarian (1, 33.3%); building=shed (1, 33.3%)",0.0,0.0,reviewed,
56aa371be4b08b9a8d5734d7,Industrial Estate,Business and Professional Services > Industrial Estate,{'landuse'},{'industrial'},landuse=industrial,,high,exact_rule,,10,"landuse=industrial (5, 50.0%); craft=electrician (2, 20.0%); office=company (2, 20.0%); office=ngo (1, 10.0%)",50.0,50.0,reviewed,
58daa1558bbb0b01f18ec1f1,Insurance Agency,Business and Professional Services > Insurance Agency,{'office'},{'insurance'},office=insurance,,high,exact_rule,,13,"office=insurance (10, 76.9%); office=ngo (1, 7.7%); amenity=bank (1, 7.7%); office=company (1, 7.7%)",76.9,76.9,reviewed,
63be6904847c3692a84b9b69,Laboratory,Business and Professional Services > Laboratory,{'office'},{'laboratory'},office=laboratory,,high,exact_rule,,1,"healthcare=laboratory (1, 100.0%)",0.0,0.0,reviewed,
52f2ab2ebcbc57f1066b8b33,Laundromat,Business and Professional Services > Laundromat,{'shop'},{'laundry'},shop=laundry,,high,exact_rule,,12,"shop=laundry (11, 91.7%); amenity=fast_food (1, 8.3%)",91.7,91.7,reviewed,
4bf58dd8d48988d1fc941735,Laundry Service,Business and Professional Services > Laundry Service,{'shop'},{'laundry'},shop=laundry,,high,exact_rule,,64,"shop=laundry (38, 59.4%); shop=dry_cleaning (21, 32.8%); craft=cleaning (2, 3.1%); building=house (1, 1.6%); landuse=retail (1, 1.6%); building=commercial (1, 1.6%)",59.4,59.4,reviewed,
63be6904847c3692a84b9b6a,Leather Supplier,Business and Professional Services > Leather Supplier,{'shop'},{'leather'},shop=leather,,high,exact_rule,,0,,,,no evidence,
63be6904847c3692a84b9b6b,Legal Service,Business and Professional Services > Legal Service,{'office'},"{'lawyer', 'notary'}",office=lawyer; office=notary,,parent_union,parent_union,Parent category: union of descendant OSM mappings after category-match corrections.,3,"shop=lawyer (1, 33.3%); office=lawyer (1, 33.3%); office=estate_agent (1, 33.3%)",33.3,33.3,reviewed,
63be6904847c3692a84b9b6c,Immigration Attorney,Business and Professional Services > Legal Service > Immigration Attorney,{'office'},{'lawyer'},office=lawyer,,high,exact_rule,,0,,,,no evidence,
52f2ab2ebcbc57f1066b8b3f,Law Office,Business and Professional Services > Legal Service > Law Office,{'office'},{'lawyer'},office=lawyer,,high,exact_rule,,12,"office=lawyer (10, 83.3%); office=accountant (1, 8.3%); building=yes (1, 8.3%)",83.3,83.3,reviewed,
5ae95d208a6f17002ce792b2,Notary,Business and Professional Services > Legal Service > Notary,{'office'},{'notary'},office=notary,,high,exact_rule,,6,"office=notary (6, 100.0%)",100.0,100.0,reviewed,
52f2ab2ebcbc57f1066b8b1e,Locksmith,Business and Professional Services > Locksmith,{'craft'},{'locksmith'},craft=locksmith,,high,exact_rule,,8,"shop=locksmith (3, 37.5%); craft=key_cutter (2, 25.0%); craft=locksmith (2, 25.0%); office=company (1, 12.5%)",25.0,25.0,reviewed,
63be6904847c3692a84b9b6d,Logging Service,Business and Professional Services > Logging Service,{'office'},{'company'},office=company,,high,exact_rule,,1,"building=commercial (1, 100.0%)",0.0,0.0,reviewed,
52f2ab2ebcbc57f1066b8b38,Lottery Retailer,Business and Professional Services > Lottery Retailer,{'shop'},{'lottery'},shop=lottery,,high,exact_rule,,1,"shop=lottery (1, 100.0%)",100.0,100.0,reviewed,
63be6904847c3692a84b9b6e,Machine Shop,Business and Professional Services > Machine Shop,{'craft'},{'metal_construction'},craft=metal_construction,,high,exact_rule,,0,,,,no evidence,
63be6904847c3692a84b9b6f,Management Consultant,Business and Professional Services > Management Consultant,{'office'},{'consulting'},office=consulting,,high,exact_rule,,0,,,,no evidence,
63be6904847c3692a84b9b70,Manufacturer,Business and Professional Services > Manufacturer,"{'man_made', 'office'}","{'company', 'works'}",man_made=works; office=company,,high,exact_rule,,4,"man_made=works (2, 50.0%); craft=roofer (1, 25.0%); craft=glaziery (1, 25.0%)",50.0,50.0,reviewed,
63be6904847c3692a84b9b71,Market Research and Consulting Service,Business and Professional Services > Market Research and Consulting Service,{'office'},{'consulting'},office=consulting,,high,exact_rule,,0,,,,no evidence,
63be6904847c3692a84b9b72,Media Agency,Business and Professional Services > Media Agency,{'office'},{'advertising_agency'},office=advertising_agency,,high,exact_rule,,8,"office=newspaper (3, 37.5%); shop=newsagent (3, 37.5%); office=advertising_agency (2, 25.0%)",25.0,25.0,reviewed,
63be6904847c3692a84b9b73,Metals Supplier,Business and Professional Services > Metals Supplier,{'shop'},{'metal'},shop=metal,,high,exact_rule,,6,"craft=metal_construction (2, 33.3%); shop=doityourself (1, 16.7%); building=industrial (1, 16.7%); shop=trade (1, 16.7%); man_made=works (1, 16.7%)",0.0,0.0,reviewed,
63be6904847c3692a84b9b74,Mobile Company,Business and Professional Services > Mobile Company,{'office'},{'telecommunication'},office=telecommunication,,high,exact_rule,,0,,,,no evidence,
4bf58dd8d48988d124941735,Office,Business and Professional Services > Office,"{'amenity', 'building', 'office'}","{'cafe', 'consulting', 'coworking', 'it', 'meeting_room', 'office', 'political_party', 'property_management', 'restaurant'}",amenity=cafe; amenity=meeting_room; amenity=restaurant; building=office; office=consulting; office=coworking; office=it; office=office; office=political_party; office=property_management,,parent_union,parent_union,Parent category: union of descendant OSM mappings after category-match corrections.,910,"building=yes (117, 12.9%); office=government (106, 11.6%); office=company (85, 9.3%); building=commercial (79, 8.7%); amenity=bank (50, 5.5%); office=yes (37, 4.1%); building=office (35, 3.8%); office=estate_agent (31, 3.4%)",5.9,5.9,reviewed,
63be6904847c3692a84b9b32,Business and Strategy Consulting Office,Business and Professional Services > Office > Business and Strategy Consulting Office,{'office'},{'consulting'},office=consulting,,high,exact_rule,,1,"building=yes (1, 100.0%)",0.0,0.0,reviewed,
5032764e91d4c4b30a586d5a,Campaign Office,Business and Professional Services > Office > Campaign Office,{'office'},{'political_party'},office=political_party,,high,exact_rule,,25,"office=political_party (3, 12.0%); amenity=bank (3, 12.0%); office=company (2, 8.0%); building=commercial (2, 8.0%); building=retail (2, 8.0%); office=government (2, 8.0%); amenity=police (2, 8.0%); shop=art (1, 4.0%)",12.0,12.0,reviewed,
5665ef1d498ec706735f0e59,Corporate Amenity,Business and Professional Services > Office > Corporate Amenity,{'office'},{'office'},office=office,,high,exact_rule,,14,"office=government (5, 35.7%); office=company (2, 14.3%); office=newspaper (1, 7.1%); office=political_party (1, 7.1%); amenity=pharmacy (1, 7.1%); office=energy_supplier (1, 7.1%); office=yes (1, 7.1%); building=commercial (1, 7.1%)",0.0,0.0,reviewed,
54f4ba06498e2cf5561da814,Corporate Cafeteria,Business and Professional Services > Office > Corporate Cafeteria,{'amenity'},{'restaurant'},amenity=restaurant,,high,exact_rule,,2,"amenity=fast_food (1, 50.0%); amenity=food_court (1, 50.0%)",0.0,0.0,reviewed,
5665c7b9498e7d8a4f2c0f06,Corporate Coffee Shop,Business and Professional Services > Office > Corporate Coffee Shop,{'amenity'},{'cafe'},amenity=cafe,,high,exact_rule,,8,"amenity=cafe (7, 87.5%); amenity=restaurant (1, 12.5%)",87.5,87.5,reviewed,
63be6904847c3692a84b9b75,Corporate Housing Agency,Business and Professional Services > Office > Corporate Housing Agency,{'office'},{'property_management'},office=property_management,,high,exact_rule,,2,"office=government (1, 50.0%); landuse=residential (1, 50.0%)",0.0,0.0,reviewed,
4bf58dd8d48988d174941735,Coworking Space,Business and Professional Services > Office > Coworking Space,{'office'},{'coworking'},office=coworking,,high,exact_rule,,212,"office=company (22, 10.4%); building=yes (19, 9.0%); building=commercial (18, 8.5%); office=yes (11, 5.2%); amenity=pharmacy (10, 4.7%); office=estate_agent (9, 4.2%); office=government (7, 3.3%); office=coworking (6, 2.8%)",2.8,2.8,reviewed,
4bf58dd8d48988d127941735,Meeting Room,Business and Professional Services > Office > Meeting Room,{'amenity'},{'meeting_room'},amenity=meeting_room,,high,exact_rule,,19,"office=government (4, 21.1%); building=commercial (3, 15.8%); building=yes (3, 15.8%); amenity=bank (2, 10.5%); tourism=hotel (1, 5.3%); amenity=cinema (1, 5.3%); amenity=childcare (1, 5.3%); office=company (1, 5.3%)",0.0,0.0,reviewed,
63be6904847c3692a84b9b76,Office Building,Business and Professional Services > Office > Office Building,{'building'},{'office'},building=office,,high,exact_rule,,17,"building=yes (6, 35.3%); building=office (4, 23.5%); building=apartments (2, 11.8%); office=government (2, 11.8%); building=commercial (1, 5.9%); amenity=bank (1, 5.9%); amenity=studio (1, 5.9%)",23.5,23.5,reviewed,
4bf58dd8d48988d125941735,Tech Startup,Business and Professional Services > Office > Tech Startup,{'office'},{'it'},office=it,,high,exact_rule,,41,"office=company (13, 31.7%); office=yes (4, 9.8%); man_made=works (3, 7.3%); office=ngo (3, 7.3%); office=it (3, 7.3%); building=yes (3, 7.3%); office=advertising_agency (2, 4.9%); shop=electronics (2, 4.9%)",7.3,7.3,reviewed,
63be6904847c3692a84b9b77,Online Advertising Service,Business and Professional Services > Online Advertising Service,{'office'},{'internet_marketing_service'},office=internet_marketing_service,,high,exact_rule,,0,,,,no evidence,
56aa371be4b08b9a8d57356a,Outdoor Event Space,Business and Professional Services > Outdoor Event Space,{'amenity'},{'events_venue'},amenity=events_venue,,high,exact_rule,,6,"amenity=events_venue (1, 16.7%); amenity=bar (1, 16.7%); landuse=greenfield (1, 16.7%); amenity=restaurant (1, 16.7%); tourism=museum (1, 16.7%); shop=yes (1, 16.7%)",16.7,16.7,reviewed,
63be6904847c3692a84b9b78,Paper Supplier,Business and Professional Services > Paper Supplier,{'shop'},{'stationery'},shop=stationery,,high,exact_rule,,1,"shop=stationery (1, 100.0%)",100.0,100.0,reviewed,
5032897c91d4c4b30a586d69,Pet Service,Business and Professional Services > Pet Service,"{'amenity', 'shop'}","{'animal_boarding', 'pet', 'pet_grooming'}",amenity=animal_boarding; shop=pet; shop=pet_grooming,,parent_union,parent_union,Parent category: union of descendant OSM mappings after category-match corrections.,21,"shop=pet (11, 52.4%); amenity=veterinary (7, 33.3%); shop=pet_grooming (2, 9.5%); building=yes (1, 4.8%)",61.9,61.9,reviewed,
63be6904847c3692a84b9b79,Pet Grooming Service,Business and Professional Services > Pet Service > Pet Grooming Service,{'shop'},{'pet_grooming'},shop=pet_grooming,,high,exact_rule,,2,"shop=pet (1, 50.0%); shop=pet_grooming (1, 50.0%)",50.0,50.0,reviewed,
63be6904847c3692a84b9b7a,Pet Sitting and Boarding Service,Business and Professional Services > Pet Service > Pet Sitting and Boarding Service,{'amenity'},{'animal_boarding'},amenity=animal_boarding,,high,exact_rule,,1,"amenity=animal_boarding (1, 100.0%)",100.0,100.0,reviewed,
63be6904847c3692a84b9b7b,Petroleum Supplier,Business and Professional Services > Petroleum Supplier,{'office'},{'logistics'},office=logistics,,high,exact_rule,,0,,,,no evidence,
63be6904847c3692a84b9b7d,Photography Service,Business and Professional Services > Photography Service,"{'amenity', 'craft', 'shop'}","{'photo', 'photo_studio', 'photographer', 'photographic_laboratory', 'studio'}",amenity=studio; craft=photo_studio; craft=photographer; craft=photographic_laboratory; shop=photo,,parent_union,parent_union,Parent category: union of descendant OSM mappings after category-match corrections. Category-match evidence reviewed.,2,"amenity=photo_booth (2, 100.0%)",0.0,0.0,recomputed parent union,Parent union recomputed after descendant mapping corrections.
63be6904847c3692a84b9b7c,Photographer,Business and Professional Services > Photography Service > Photographer,{'craft'},{'photographer'},craft=photographer,,high,exact_rule,,1,"shop=photo (1, 100.0%)",0.0,0.0,reviewed,
4eb1bdde3b7b55596b4a7490,Photography Lab,Business and Professional Services > Photography Service > Photography Lab,"{'craft', 'shop'}","{'photo', 'photographer', 'photographic_laboratory'}",craft=photographer; craft=photographic_laboratory; shop=photo,,high,exact_rule+category_match_evidence,Photography lab evidence often maps to photo shops/photographers; keep photographic laboratory.,43,"shop=photo (16, 37.2%); craft=photographer (15, 34.9%); craft=photo_studio (2, 4.7%); craft=photographic_laboratory (1, 2.3%); building=industrial (1, 2.3%); shop=craft (1, 2.3%); shop=department_store (1, 2.3%); shop=clothes (1, 2.3%)",2.3,74.4,applied,Photography lab evidence often maps to photo shops/photographers; keep photographic laboratory.
554a5e17498efabeda6cc559,Photography Studio,Business and Professional Services > Photography Service > Photography Studio,"{'amenity', 'craft', 'shop'}","{'photo', 'photo_studio', 'photographer', 'studio'}",amenity=studio; craft=photo_studio; craft=photographer; shop=photo,,high,exact_rule+category_match_evidence,Photography studio evidence supports shop=photo/craft=photo_studio alongside photographer/studio.,29,"shop=photo (11, 37.9%); craft=photographer (11, 37.9%); craft=photo_studio (3, 10.3%); leisure=sports_centre (1, 3.4%); shop=photo_studio (1, 3.4%); amenity=studio (1, 3.4%); shop=beauty (1, 3.4%)",41.4,89.7,applied,Photography studio evidence supports shop=photo/craft=photo_studio alongside photographer/studio.
63be6904847c3692a84b9b7e,Plastics Supplier,Business and Professional Services > Plastics Supplier,{'shop'},{'plastics'},shop=plastics,,high,exact_rule,,2,"craft=insulation (1, 50.0%); shop=trade (1, 50.0%)",0.0,0.0,reviewed,
58daa1548bbb0b01f18ec1a9,Power Plant,Business and Professional Services > Power Plant,{'power'},{'plant'},power=plant,,high,exact_rule,,1,"landuse=industrial (1, 100.0%)",0.0,0.0,reviewed,
63be6904847c3692a84b9b7f,"Print, TV, Radio and Outdoor Advertising Service","Business and Professional Services > Print, TV, Radio and Outdoor Advertising Service",{'office'},"{'advertising_agency', 'broadcaster'}",office=advertising_agency; office=broadcaster,,high,exact_rule,,2,"man_made=works (1, 50.0%); building=yes (1, 50.0%)",0.0,0.0,reviewed,
63be6904847c3692a84b9b80,Promotional Item Service,Business and Professional Services > Promotional Item Service,{'office'},{'advertising_agency'},office=advertising_agency,,high,exact_rule,,0,,,,no evidence,
63be6904847c3692a84b9b81,Public Relations Firm,Business and Professional Services > Public Relations Firm,{'office'},{'public_relations'},office=public_relations,,high,exact_rule,,0,,,,no evidence,
63be6904847c3692a84b9b82,Publisher,Business and Professional Services > Publisher,{'office'},{'publisher'},office=publisher,,high,exact_rule,,0,,,,no evidence,
5032856091d4c4b30a586d63,Radio Station,Business and Professional Services > Radio Station,{'office'},{'broadcaster'},office=broadcaster,,high,exact_rule,,9,"amenity=studio (6, 66.7%); building=yes (2, 22.2%); amenity=arts_centre (1, 11.1%)",0.0,0.0,reviewed,
63be6904847c3692a84b9b83,Real Estate Service,Business and Professional Services > Real Estate Service,{'office'},"{'estate_agent', 'property_management', 'real_estate_appraiser', 'surveyor'}",office=estate_agent; office=property_management; office=real_estate_appraiser; office=surveyor,,parent_union,parent_union,Parent category: union of descendant OSM mappings after category-match corrections.,10,"office=estate_agent (7, 70.0%); shop=estate_agent (1, 10.0%); leisure=park (1, 10.0%); building=office (1, 10.0%)",70.0,70.0,reviewed,
63be6904847c3692a84b9b84,Building and Land Surveyor,Business and Professional Services > Real Estate Service > Building and Land Surveyor,{'office'},{'surveyor'},office=surveyor,,high,exact_rule,,1,"shop=yes (1, 100.0%)",0.0,0.0,reviewed,
63be6904847c3692a84b9b85,Commercial Real Estate Developer,Business and Professional Services > Real Estate Service > Commercial Real Estate Developer,{'office'},{'property_management'},office=property_management,,high,exact_rule,,2,"office=estate_agent (1, 50.0%); office=telecommunication (1, 50.0%)",0.0,0.0,reviewed,
63be6904847c3692a84b9b86,Property Management Office,Business and Professional Services > Real Estate Service > Property Management Office,{'office'},{'property_management'},office=property_management,,high,exact_rule,,2,"office=estate_agent (2, 100.0%)",0.0,0.0,reviewed,
5032885091d4c4b30a586d66,Real Estate Agency,Business and Professional Services > Real Estate Service > Real Estate Agency,{'office'},{'estate_agent'},office=estate_agent,,high,exact_rule,,172,"office=estate_agent (146, 84.9%); shop=estate_agent (12, 7.0%); office=company (4, 2.3%); building=commercial (3, 1.7%); shop=car (1, 0.6%); office=architect (1, 0.6%); building=yes (1, 0.6%); landuse=residential (1, 0.6%)",84.9,84.9,reviewed,
63be6904847c3692a84b9b87,Real Estate Appraiser,Business and Professional Services > Real Estate Service > Real Estate Appraiser,{'office'},{'real_estate_appraiser'},office=real_estate_appraiser,,high,exact_rule,,0,,,,no evidence,
63be6904847c3692a84b9b88,Real Estate Development and Title Company,Business and Professional Services > Real Estate Service > Real Estate Development and Title Company,{'office'},{'estate_agent'},office=estate_agent,,high,exact_rule,,1,"building=apartments (1, 100.0%)",0.0,0.0,reviewed,
52f2ab2ebcbc57f1066b8b37,Recording Studio,Business and Professional Services > Recording Studio,{'amenity'},{'studio'},amenity=studio,,high,exact_rule,,2,"amenity=studio (1, 50.0%); tourism=museum (1, 50.0%)",50.0,50.0,reviewed,
4f4531084b9074f6e4fb0101,Recycling Facility,Business and Professional Services > Recycling Facility,{'amenity'},{'recycling'},amenity=recycling,,high,exact_rule,,11,"amenity=recycling (8, 72.7%); craft=welder (1, 9.1%); amenity=place_of_worship (1, 9.1%); shop=car_parts (1, 9.1%)",72.7,72.7,reviewed,
63be6904847c3692a84b9b89,Refrigeration and Ice Supplier,Business and Professional Services > Refrigeration and Ice Supplier,{'shop'},{'ice'},shop=ice,,high,exact_rule,,0,,,,no evidence,
63be6904847c3692a84b9b8a,Renewable Energy Service,Business and Professional Services > Renewable Energy Service,{'office'},{'energy_supplier'},office=energy_supplier,,high,exact_rule,,1,"office=energy_supplier (1, 100.0%)",100.0,100.0,reviewed,
56aa371be4b08b9a8d573552,Rental Service,Business and Professional Services > Rental Service,{'shop'},{'rental'},shop=rental,,high,exact_rule,,8,"landuse=commercial (2, 25.0%); shop=estate_agent (1, 12.5%); shop=clothes (1, 12.5%); shop=tool_hire (1, 12.5%); amenity=events_venue (1, 12.5%); building=retail (1, 12.5%); shop=rental (1, 12.5%)",12.5,12.5,reviewed,
52f2ab2ebcbc57f1066b8b2f,Repair Service,Business and Professional Services > Repair Service,{'craft'},{'repair'},craft=repair,,high,exact_rule,,25,"craft=electronics_repair (5, 20.0%); shop=sewing (2, 8.0%); shop=electronics (2, 8.0%); shop=electrical (2, 8.0%); shop=mobile_phone (2, 8.0%); shop=hardware (1, 4.0%); office=company (1, 4.0%); shop=gift (1, 4.0%)",0.0,0.0,reviewed,
5744ccdfe4b0c0459246b4d6,Research Laboratory,Business and Professional Services > Research Laboratory,{'office'},"{'laboratory', 'research'}",office=laboratory; office=research,,high,exact_rule,,5,"amenity=clinic (3, 60.0%); building=yes (1, 20.0%); amenity=dentist (1, 20.0%)",0.0,0.0,reviewed,
58daa1558bbb0b01f18ec1b2,Research Station,Business and Professional Services > Research Station,{'office'},{'research'},office=research,,high,exact_rule,,2,"amenity=restaurant (1, 50.0%); building=yes (1, 50.0%)",0.0,0.0,reviewed,
63be6904847c3692a84b9b8b,Rubber Supplier,Business and Professional Services > Rubber Supplier,{'shop'},{'rubber'},shop=rubber,,high,exact_rule,,0,,,,no evidence,
63be6904847c3692a84b9b8c,Salvage Yard,Business and Professional Services > Salvage Yard,{'shop'},{'salvage'},shop=salvage,,high,exact_rule,,0,,,,no evidence,
63be6904847c3692a84b9b8d,Scientific Equipment Supplier,Business and Professional Services > Scientific Equipment Supplier,{'shop'},{'medical_supply'},shop=medical_supply,,high,exact_rule,,0,,,,no evidence,
63be6904847c3692a84b9b8e,Search Engine Marketing and Optimization Service,Business and Professional Services > Search Engine Marketing and Optimization Service,{'office'},{'internet_marketing_service'},office=internet_marketing_service,,high,exact_rule,,1,"office=advertising_agency (1, 100.0%)",0.0,0.0,reviewed,
63be6904847c3692a84b9b8f,Security and Safety,Business and Professional Services > Security and Safety,{'office'},{'security'},office=security,,high,exact_rule,,2,"office=government (1, 50.0%); building=yes (1, 50.0%)",0.0,0.0,reviewed,
52f2ab2ebcbc57f1066b8b1f,"Shipping, Freight, and Material Transportation Service","Business and Professional Services > Shipping, Freight, and Material Transportation Service","{'amenity', 'office'}","{'courier', 'logistics', 'post_office'}",amenity=post_office; office=courier; office=logistics,,high,exact_rule+category_match_evidence,Shipping/freight evidence is dominated by post office/courier-like mappings; keep logistics.,81,"amenity=post_office (64, 79.0%); building=commercial (2, 2.5%); office=company (2, 2.5%); office=logistics (2, 2.5%); office=courier (2, 2.5%); shop=supermarket (2, 2.5%); building=yes (2, 2.5%); craft=heating_engineer (1, 1.2%)",2.5,84.0,applied,Shipping/freight evidence is dominated by post office/courier-like mappings; keep logistics.
